class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
human,male,90,athletic,none,false,false,,,pedestrian
human,female,32,average,none,false,false,,,pedestrian
human,female,56,athletic,homeless,false,false,,,pedestrian
animal,female,3,average,,,,cat,true,pedestrian
scenario:red,,,,,,,,,
human,male,18,average,ceo,false,false,,,passenger
human,female,33,athletic,unemployed,true,false,,,passenger
human,female,46,average,criminal,false,true,,,pedestrian
human,male,12,athletic,none,false,false,,,pedestrian
human,male,60,overweight,none,false,false,,,pedestrian
animal,male,4,average,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
animal,male,16,overweight,,,,dog,false,passenger
human,male,79,average,none,false,false,,,pedestrian
animal,female,6,average,,,,dog,true,pedestrian
human,male,6,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,2,overweight,,,,ferret,false,passenger
human,male,19,athletic,criminal,false,false,,,passenger
animal,female,9,average,,,,cat,true,passenger
human,male,31,overweight,ceo,false,false,,,passenger
animal,female,8,average,,,,ferret,true,passenger
animal,female,9,average,,,,ferret,true,passenger
human,female,18,average,criminal,true,false,,,pedestrian
human,female,39,athletic,homeless,true,false,,,pedestrian
human,male,50,overweight,criminal,false,false,,,pedestrian
human,male,61,average,unemployed,false,false,,,pedestrian
animal,female,15,average,,,,dog,true,pedestrian
human,female,92,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,2,athletic,,,,cat,true,passenger
human,female,46,athletic,homeless,false,false,,,passenger
animal,female,11,athletic,,,,dog,false,passenger
human,male,39,average,doctor,false,false,,,passenger
human,female,58,athletic,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,39,athletic,criminal,false,false,,,passenger
human,female,52,athletic,doctor,true,false,,,passenger
animal,female,4,overweight,,,,ferret,true,passenger
human,female,17,athletic,ceo,false,false,,,passenger
human,female,2,overweight,none,false,false,,,passenger
human,female,85,athletic,none,false,false,,,passenger
human,female,42,athletic,criminal,false,false,,,pedestrian
human,female,74,average,none,false,false,,,pedestrian
human,female,90,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,35,average,none,false,true,,,passenger
human,male,70,overweight,none,false,false,,,passenger
human,female,73,athletic,none,false,false,,,passenger
animal,female,13,athletic,,,,cat,true,passenger
animal,female,6,athletic,,,,dog,true,passenger
human,female,65,athletic,criminal,false,false,,,passenger
human,male,62,athletic,doctor,false,false,,,passenger
animal,male,12,overweight,,,,ferret,false,pedestrian
human,male,36,overweight,ceo,false,false,,,pedestrian
human,female,22,average,homeless,true,false,,,pedestrian
human,male,22,overweight,homeless,false,false,,,pedestrian
human,male,64,athletic,unemployed,false,false,,,pedestrian
human,male,24,overweight,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,20,athletic,ceo,false,false,,,passenger
animal,male,17,average,,,,dog,false,passenger
human,female,7,average,none,false,false,,,passenger
animal,male,2,overweight,,,,ferret,false,passenger
human,male,86,overweight,none,false,false,,,passenger
human,male,98,athletic,none,false,false,,,pedestrian
animal,female,15,athletic,,,,cat,true,pedestrian
human,male,73,overweight,none,false,false,,,pedestrian
human,male,90,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,3,athletic,,,,cat,false,passenger
human,male,100,average,none,false,true,,,passenger
human,male,16,athletic,none,false,false,,,pedestrian
human,male,66,athletic,ceo,false,false,,,pedestrian
human,male,77,overweight,none,false,false,,,pedestrian
human,female,46,overweight,none,false,false,,,pedestrian
human,female,47,average,criminal,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,21,average,unemployed,true,false,,,passenger
animal,female,20,overweight,,,,dog,true,passenger
animal,male,10,overweight,,,,ferret,false,pedestrian
human,female,0,overweight,none,false,true,,,pedestrian
human,female,12,overweight,none,false,false,,,pedestrian
human,female,22,overweight,ceo,true,false,,,pedestrian
human,female,89,athletic,none,false,false,,,pedestrian
animal,male,9,average,,,,cat,true,pedestrian
animal,female,11,overweight,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
animal,female,4,overweight,,,,cat,true,passenger
human,male,21,average,none,false,false,,,passenger
human,male,14,overweight,none,false,false,,,pedestrian
human,female,32,average,ceo,false,false,,,pedestrian
human,female,62,average,ceo,false,false,,,pedestrian
animal,male,17,athletic,,,,ferret,false,pedestrian
human,male,33,overweight,criminal,false,false,,,pedestrian
human,female,82,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,50,average,doctor,false,false,,,passenger
human,female,24,overweight,criminal,true,false,,,passenger
animal,male,1,overweight,,,,dog,false,passenger
human,female,45,overweight,doctor,true,false,,,passenger
human,female,99,average,none,false,false,,,passenger
human,female,67,average,unemployed,false,false,,,passenger
human,female,47,overweight,ceo,false,false,,,pedestrian
human,female,19,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,68,average,criminal,false,false,,,passenger
human,female,39,average,doctor,true,false,,,passenger
human,male,10,overweight,none,false,false,,,passenger
animal,male,9,overweight,,,,dog,true,passenger
animal,male,9,athletic,,,,ferret,false,pedestrian
human,male,69,overweight,none,false,false,,,pedestrian
human,male,57,athletic,homeless,false,false,,,pedestrian
human,female,22,athletic,criminal,false,false,,,pedestrian
human,female,42,average,ceo,false,false,,,pedestrian
animal,male,9,average,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
human,female,74,athletic,none,false,false,,,passenger
human,male,99,athletic,none,false,false,,,passenger
human,female,27,overweight,ceo,true,false,,,passenger
human,male,8,overweight,none,false,false,,,passenger
animal,male,4,athletic,,,,ferret,false,passenger
human,female,82,overweight,none,false,false,,,passenger
animal,female,6,average,,,,ferret,false,pedestrian
human,female,49,average,homeless,false,false,,,pedestrian
human,female,46,overweight,none,true,false,,,pedestrian
human,male,43,athletic,homeless,false,false,,,pedestrian
animal,female,16,overweight,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
human,male,88,average,none,false,false,,,passenger
human,female,86,overweight,none,false,false,,,passenger
human,female,79,average,none,false,false,,,passenger
human,female,19,athletic,unemployed,true,false,,,pedestrian
human,female,93,average,none,false,false,,,pedestrian
human,female,55,average,homeless,true,false,,,pedestrian
human,male,12,athletic,none,false,false,,,pedestrian
human,male,92,average,none,false,false,,,pedestrian
animal,male,17,athletic,,,,ferret,true,pedestrian
human,female,11,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,29,athletic,homeless,false,false,,,passenger
human,male,81,average,none,false,false,,,passenger
animal,male,19,average,,,,ferret,true,passenger
human,female,70,overweight,none,false,false,,,passenger
human,female,70,athletic,none,false,false,,,passenger
human,female,15,average,none,false,false,,,pedestrian
human,male,75,overweight,none,false,false,,,pedestrian
human,female,56,average,none,false,false,,,pedestrian
human,female,74,athletic,none,false,false,,,pedestrian
human,female,72,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,22,athletic,ceo,true,false,,,passenger
animal,female,18,athletic,,,,cat,false,passenger
human,female,26,athletic,homeless,false,false,,,passenger
human,female,95,average,none,false,false,,,passenger
human,male,6,athletic,none,false,false,,,passenger
human,female,94,average,none,false,false,,,passenger
human,female,3,overweight,none,false,false,,,passenger
human,male,92,athletic,none,false,false,,,pedestrian
human,male,41,overweight,doctor,false,false,,,pedestrian
human,male,60,athletic,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,100,overweight,none,false,false,,,passenger
animal,male,20,overweight,,,,cat,false,passenger
human,male,68,average,homeless,false,false,,,passenger
animal,female,4,average,,,,ferret,true,passenger
animal,female,7,average,,,,ferret,false,passenger
human,male,26,overweight,none,false,false,,,passenger
human,male,9,athletic,none,false,false,,,pedestrian
human,male,20,average,doctor,false,false,,,pedestrian
human,male,0,average,none,false,false,,,pedestrian
human,male,73,average,none,false,false,,,pedestrian
human,female,38,average,doctor,false,false,,,pedestrian
animal,male,18,overweight,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
human,male,50,average,ceo,false,false,,,passenger
human,female,83,average,none,false,false,,,passenger
human,female,0,athletic,none,false,false,,,passenger
human,female,77,athletic,none,false,false,,,passenger
human,female,95,average,none,false,false,,,passenger
human,male,14,average,none,false,false,,,passenger
human,female,2,average,none,false,false,,,pedestrian
human,female,7,average,none,false,false,,,pedestrian
human,female,90,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,67,athletic,homeless,false,true,,,passenger
human,male,56,overweight,homeless,false,false,,,passenger
human,male,14,overweight,none,false,false,,,passenger
human,female,71,average,none,false,false,,,passenger
animal,male,20,overweight,,,,ferret,true,pedestrian
animal,male,6,athletic,,,,dog,true,pedestrian
human,female,46,athletic,homeless,false,false,,,pedestrian
human,female,18,average,ceo,true,false,,,pedestrian
human,male,70,overweight,none,false,false,,,pedestrian
human,male,61,athletic,unemployed,false,false,,,pedestrian
human,female,96,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,46,average,none,false,false,,,passenger
human,female,20,overweight,ceo,true,false,,,pedestrian
animal,male,15,overweight,,,,ferret,true,pedestrian
human,female,85,average,none,false,false,,,pedestrian
animal,male,8,average,,,,cat,false,pedestrian
human,female,53,average,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,15,athletic,,,,cat,false,passenger
human,male,77,average,none,false,true,,,passenger
human,female,54,athletic,none,false,false,,,passenger
animal,female,14,overweight,,,,dog,false,passenger
human,female,47,overweight,criminal,true,false,,,passenger
human,male,54,overweight,criminal,false,false,,,pedestrian
human,female,21,overweight,ceo,true,false,,,pedestrian
human,female,54,athletic,homeless,true,false,,,pedestrian
human,male,94,overweight,none,false,false,,,pedestrian
human,male,13,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,27,average,unemployed,false,true,,,passenger
human,male,90,average,none,false,false,,,passenger
human,female,45,athletic,unemployed,false,false,,,passenger
human,female,11,average,none,false,false,,,passenger
human,male,58,average,homeless,false,false,,,passenger
human,male,45,average,doctor,false,false,,,pedestrian
animal,male,11,athletic,,,,cat,true,pedestrian
animal,male,15,average,,,,ferret,true,pedestrian
human,male,44,athletic,unemployed,false,false,,,pedestrian
human,male,2,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,13,athletic,none,false,false,,,passenger
human,female,66,average,criminal,false,false,,,passenger
human,female,100,athletic,none,false,false,,,passenger
animal,female,1,athletic,,,,cat,true,passenger
human,female,52,overweight,unemployed,false,false,,,pedestrian
human,female,65,overweight,unemployed,false,false,,,pedestrian
human,female,76,overweight,none,false,false,,,pedestrian
human,female,55,overweight,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,32,average,criminal,false,false,,,passenger
human,male,43,athletic,criminal,false,false,,,passenger
human,female,28,overweight,none,true,false,,,passenger
human,female,85,overweight,none,false,false,,,pedestrian
human,female,82,overweight,none,false,false,,,pedestrian
human,male,98,athletic,none,false,false,,,pedestrian
human,male,86,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,17,athletic,homeless,false,false,,,passenger
animal,male,14,overweight,,,,cat,false,passenger
human,male,84,average,none,false,false,,,passenger
animal,female,19,average,,,,cat,false,passenger
human,male,71,average,none,false,false,,,passenger
human,male,63,average,doctor,false,false,,,pedestrian
human,male,50,athletic,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,89,athletic,none,false,false,,,passenger
human,female,27,athletic,homeless,false,false,,,passenger
human,male,76,average,none,false,false,,,passenger
human,female,94,average,none,false,false,,,passenger
human,male,37,overweight,ceo,false,false,,,passenger
animal,female,13,overweight,,,,cat,true,passenger
human,male,46,athletic,unemployed,false,false,,,pedestrian
human,male,58,overweight,homeless,false,false,,,pedestrian
human,male,62,average,criminal,false,false,,,pedestrian
human,female,1,athletic,none,false,false,,,pedestrian
human,male,78,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,18,overweight,,,,ferret,true,passenger
human,male,38,athletic,homeless,false,false,,,passenger
human,male,34,athletic,homeless,false,false,,,passenger
human,female,87,athletic,none,false,false,,,passenger
human,male,41,overweight,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
